Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Traversing the Hole,El Hueco Sucio > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/111398626/traversing-the-hole,2,-1,Boulder,V0+,1,20,32.39526,-111.14314
Comfort for Fear,Comfort for Fear > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/111409226/comfort-for-fear,1,-1,Boulder,V0 R,1,25,32.39488,-111.143
Chasm Traverse L-R,Comfort for Fear > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/111409247/chasm-traverse-l-r,2,-1,Boulder,V0 PG13,1,20,32.39488,-111.143
Chasm Traverse R-L,Comfort for Fear > Silverbell Boulders - Closed to all > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/111424758/chasm-traverse-r-l,2,-1,Boulder,V0+ PG13,1,25,32.39488,-111.143
Gingivitis,Ol' Snaggletooth > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106586012/gingivitis,-1,-1,Boulder,V0,1,12,32.3435,-111.1586
Snaggletooth,Ol' Snaggletooth > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106582745/snaggletooth,1.7,-1,Boulder,V1,1,12,32.3435,-111.1586
Beastly Scurry,Beast Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106601168/beastly-scurry,2,-1,Boulder,V1,1,18,32.3435,-111.1586
Milky Whimpshake,Beast Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106589630/milky-whimpshake,2,-1,Boulder,V2,1,12,32.3435,-111.1586
Nautilus,Beast Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106592026/nautilus,3,-1,Boulder,V3,1,15,32.3435,-111.1586
Quivering Beast,Beast Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106582762/quivering-beast,3,-1,Boulder,V3,1,20,32.3435,-111.1586
Righteous Beast,Beast Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106589551/righteous-beast,3.4,-1,Boulder,V6+,1,30,32.3435,-111.1586
Cornerstone,The Pyramid > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106618053/cornerstone,1.5,-1,Boulder,V2,1,,32.3435,-111.1586
West Side Panther Posse,The Pyramid > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106606728/west-side-panther-posse,2,-1,Boulder,V2-3,1,,32.3435,-111.1586
project,The Pyramid > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106583992/project,-1,-1,Boulder,V3,1,30,32.3435,-111.1586
Arizona Sunsets and Mexican Beer,The Pyramid > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106604560/arizona-sunsets-and-mexican-beer,2,-1,Boulder,V3-4,1,,32.3435,-111.1586
Destroyer of Worlds,The Pyramid > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106633485/destroyer-of-worlds,3.5,-1,Boulder,V5+,1,12,32.3435,-111.1586
Bee's Knees Arete,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106601120/bees-knees-arete,1,-1,Boulder,V0,1,10,32.3435,-111.1586
Muzzle of Bees,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106601130/muzzle-of-bees,2,-1,Boulder,V1,1,,32.3435,-111.1586
Zig Zag,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106601139/zig-zag,1.3,-1,Boulder,V1,1,,32.3435,-111.1586
No Time Like The Present,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106586923/no-time-like-the-present,2,-1,Boulder,V2,1,15,32.3435,-111.1586
The Hubris Hole,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106608708/the-hubris-hole,2,-1,Boulder,V2,1,20,32.3435,-111.1586
Park Service Traverse,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106618764/park-service-traverse,1,-1,Boulder,V2,1,,32.3435,-111.1586
Ode to Joy,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106606751/ode-to-joy,2,-1,Boulder,V2,1,,32.3435,-111.1586
Fistful of Cobbles,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106601145/fistful-of-cobbles,1.5,-1,Boulder,V2,1,,32.3435,-111.1586
Ashersaurus,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106601160/ashersaurus,2,-1,Boulder,V2,1,,32.3435,-111.1586
Fat Hunk of Burning Love,HUB > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106601104/fat-hunk-of-burning-love,3,-1,Boulder,V4 R,1,20,32.3435,-111.1586
Mechanical Mannequin,Meatwad > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106607357/mechanical-mannequin,2,-1,Boulder,V0,1,15,32.3435,-111.1586
Cyborg Sucker Punch,Meatwad > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106608542/cyborg-sucker-punch,2,-1,Boulder,V3-,1,20,32.3435,-111.1586
Ninja Parade,Meatwad > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106584096/ninja-parade,2.7,-1,Boulder,V3,1,18,32.3435,-111.1586
Pyrrhuloxia,Meatwad > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106601017/pyrrhuloxia,2,-1,Boulder,V3,1,18,32.3435,-111.1586
"Pocketmaster 3000, Project",Meatwad > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106607363/pocketmaster-3000-project,1,-1,Boulder,V5,1,20,32.3435,-111.1586
Disasterpiece Theater,Split Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106589530/disasterpiece-theater,1,-1,Boulder,V1,1,15,32.3435,-111.1586
Long Way Home,Split Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106585444/long-way-home,2,-1,Boulder,V1,1,20,32.3435,-111.1586
Cobblestone Corridor,Split Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106594017/cobblestone-corridor,2,-1,Boulder,V1,1,20,32.3435,-111.1586
Pumpin the Breaks,Split Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106596055/pumpin-the-breaks,2,-1,Boulder,V2,1,20,32.3435,-111.1586
Fair Trade,Split Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106934787/fair-trade,3,-1,Boulder,V3,1,20,32.3435,-111.1586
Cig Machine,Split Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106589388/cig-machine,3.7,-1,Boulder,V7,1,20,32.3435,-111.1586
Ocotillo Enema,Monkey Skull > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106641611/ocotillo-enema,-1,-1,Boulder,V0-,1,10,32.3435,-111.1586
Gorilla Kiss,Monkey Skull > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106601098/gorilla-kiss,2,-1,Boulder,V1-2,1,15,32.3435,-111.1586
Kids in the Adult Books,Monkey Skull > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106633515/kids-in-the-adult-books,1,-1,Boulder,V2-,1,10,32.3435,-111.1586
Suivez Stella,Monkey Skull > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106633507/suivez-stella,1,-1,Boulder,V2+,1,10,32.3435,-111.1586
Ape Escape,Monkey Skull > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106633461/ape-escape,2,-1,Boulder,V2-3,1,12,32.3435,-111.1586
Curious George,Monkey Skull > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106592070/curious-george,2,-1,Boulder,V3,1,15,32.3435,-111.1586
Japanther,Javelina Cave > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106597281/japanther,-1,-1,Boulder,V0,1,10,32.3435,-111.1586
Never Nude,Javelina Cave > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106609938/never-nude,2,-1,Boulder,V1+,1,,32.3435,-111.1586
Panther Poop Sonogram,Javelina Cave > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106594042/panther-poop-sonogram,2,-1,Boulder,V2,1,,32.3435,-111.1586
Cobble Cauldron,Ruin Rock > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106616187/cobble-cauldron,-1,-1,Boulder,V0- R,1,15,32.3435,-111.1586
Knobs You Can Trust,Ruin Rock > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106608633/knobs-you-can-trust,-1,-1,Boulder,V0+,1,12,32.3435,-111.1586
Tucson Mountain Chaos,Chaos Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106618120/tucson-mountain-chaos,2.5,-1,Boulder,V3-4,1,,32.3435,-111.1586
Kuch Beta,Little Bug Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106618139/kuch-beta,1,-1,Boulder,V1,1,,32.3435,-111.1586
The Eradicator,Little Bug Boulder > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106618132/the-eradicator,1.5,-1,Boulder,V1+,1,,32.3435,-111.1586
"NOOooo, Stella",Stella Stone > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106640727/nooooo-stella,-1,-1,Boulder,V-easy,1,,32.3435,-111.1586
I Eat Muddy Rocks,Stella Stone > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106626700/i-eat-muddy-rocks,1,-1,Boulder,V1-,1,10,32.3435,-111.1586
Chossage Fest,Stella Stone > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106627173/chossage-fest,1,-1,Boulder,V1,1,,32.3435,-111.1586
Streetcar Named Dihedral,Stella Stone > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106627178/streetcar-named-dihedral,1,-1,Boulder,V1,1,,32.3435,-111.1586
Dog Breath Arete,Stella Stone > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106626693/dog-breath-arete,1.5,-1,Boulder,V1,1,8,32.3435,-111.1586
Pull N' Pop,Stella Stone > Panther Peak > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106627508/pull-n-pop,-1,-1,Boulder,V1,1,10,32.3435,-111.1586
Red Roof,Red Boulder > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/106651056/red-roof,2,-1,Boulder,V2-3,1,10,32.33212,-111.14968
People Always Think I'm an Asshole,Soraya  Boulder > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107476247/people-always-think-im-an-asshole,2,-1,Boulder,V1+,1,8,32.3407,-111.168
People Always Think I'm Jewish,Soraya  Boulder > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107476243/people-always-think-im-jewish,2,-1,Boulder,V2+,1,8,32.3407,-111.168
Sanctuary,Sanctuary Boulder > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107557588/sanctuary,3,-1,Boulder,V1,1,15,32.3497,-111.149
Snost and Lost,RRMFP Complex > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107567642/snost-and-lost,1.5,-1,Boulder,V2,1,10,32.3497,-111.149
Snooze You Lose,RRMFP Complex > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107567633/snooze-you-lose,1,-1,Boulder,V3,1,10,32.3497,-111.149
High Lonesome Sound,RRMFP Complex > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107557656/high-lonesome-sound,2,-1,Boulder,V3,1,18,32.3497,-111.149
RRMFP (Ray Ringle Memorial Face Problem),RRMFP Complex > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107557624/rrmfp-ray-ringle-memorial-face-problem,3,-1,Boulder,V4,1,15,32.3497,-111.149
Uncertainty Principle,Uncertainty Boulder > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107557708/uncertainty-principle,3,-1,Boulder,V4,1,15,32.3497,-111.149
Knuckle Sandwich,BMMFP Boulder > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107557750/knuckle-sandwich,1,-1,Boulder,V0,1,15,32.35008,-111.14892
BMMFP (Bob Murray Memorial Face Problem),BMMFP Boulder > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107557739/bmmfp-bob-murray-memorial-face-problem,3,-1,Boulder,V2,1,12,32.35008,-111.14892
Deleterious,BMMFP Boulder > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107557756/deleterious,1.5,-1,Boulder,V3,1,10,32.35008,-111.14892
Neutron Dance,Electric Slab > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107561717/neutron-dance,1.5,-1,Boulder,V0,1,15,32.3497,-111.149
Funky Chicken,Electric Slab > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107561720/funky-chicken,2.3,-1,Boulder,V1,1,15,32.3497,-111.149
Electric Avenue,Electric Slab > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107561701/electric-avenue,2,-1,Boulder,V2,1,18,32.3497,-111.149
Crank Hard and Prosper,Electric Slab > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107561709/crank-hard-and-prosper,1,-1,Boulder,V4,1,10,32.3497,-111.149
Outhouse Arete,Javalinaland > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107567664/outhouse-arete,1,-1,Boulder,V1,1,10,32.3497,-111.149
Little Stinker,Javalinaland > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107567670/little-stinker,2,-1,Boulder,V2+,1,10,32.3497,-111.149
Canteen Boy,The Continental > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107567703/canteen-boy,1,-1,Boulder,V0,1,15,32.3497,-111.149
The Continental,The Continental > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/107567698/the-continental,1,-1,Boulder,V1,1,18,32.3497,-111.149
Tabernacle/Alter Linkup,Shrine > The Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/120070832/tabernaclealter-linkup,3,-1,Boulder,V3,1,10,32.34969,-111.149
Toad,The Preemie Boulders > Redington Pass > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/112448503/toad,1.5,-1,Boulder,V1,1,9,32.25221,-110.66256
Frog,The Preemie Boulders > Redington Pass > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/112448558/frog,1,-1,Boulder,V2,1,9,32.25221,-110.66256
Cake Walk,West Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/114094640/cake-walk,1,-1,Boulder,V0,1,10,32.34923,-111.1653
Morning Calisthenics,West Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/114103738/morning-calisthenics,1,-1,Boulder,V1,1,12,32.34923,-111.1653
Tahitian Dream,West Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/114094646/tahitian-dream,2,-1,Boulder,V2+,1,12,32.34923,-111.1653
Glory Hole (Stand),West Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/114094630/glory-hole-stand,2.5,-1,Boulder,V3,1,,32.34923,-111.1653
Red Velvet,West Sanctuary > Tucson Area Bouldering > Southern Arizona > Arizona,https://www.mountainproject.com/route/114094588/red-velvet,3,-1,Boulder,V3,1,13,32.34923,-111.1653
